pInfected, gamma, beta, delta, epsilon, zeta, eta, N, elapsed_time, timesteps, events, timesteps_with_events, mean_outbreak_size, max_outbreak_size, max_outbreak_proportion, exposed_from_infected, exposed_from_dead, rewire_degree
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 961.831871, 189, 19007, 122, 833.333333333, 1502, 0.3004, 4092, 902, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 964.053237, 173, 19017, 127, 625.0, 1367, 0.2734, 4073, 919, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 948.754539, 146, 18955, 121, 454.545454545, 1416, 0.2832, 3934, 1055, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 965.51949, 165, 19014, 132, 1000.0, 2575, 0.515, 3785, 1210, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 962.533236, 138, 18995, 124, 625.0, 1943, 0.3886, 3994, 998, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 955.569302, 158, 18969, 126, 714.285714286, 1278, 0.2556, 4168, 825, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 947.237852, 139, 18963, 125, 833.333333333, 3026, 0.6052, 3926, 1068, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 946.983863, 165, 18951, 129, 833.333333333, 2198, 0.4396, 4078, 916, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 965.119547, 153, 19006, 125, 555.555555556, 1222, 0.2444, 4065, 926, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 955.806366, 157, 18984, 126, 714.285714286, 1301, 0.2602, 3899, 1094, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 960.485832, 137, 19008, 121, 833.333333333, 1275, 0.255, 4012, 982, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 951.434151, 163, 18974, 125, 833.333333333, 1203, 0.2406, 4098, 896, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 955.089666, 171, 18975, 120, 1250.0, 2509, 0.5018, 4121, 875, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 944.111692, 139, 18951, 125, 1250.0, 2840, 0.568, 4006, 990, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 956.158438, 159, 18983, 124, 1666.66666667, 2572, 0.5144, 4129, 868, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 942.889749, 204, 18957, 125, 1666.66666667, 2272, 0.4544, 4123, 874, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 955.258661, 166, 18986, 125, 555.555555556, 1401, 0.2802, 4090, 901, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 955.639575, 165, 18985, 130, 1250.0, 3656, 0.7312, 3917, 1079, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 957.71211, 139, 18990, 124, 714.285714286, 1836, 0.3672, 3987, 1006, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 954.330664, 152, 18981, 120, 625.0, 1777, 0.3554, 3973, 1019, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 952.487206, 154, 18972, 128, 714.285714286, 1295, 0.259, 3996, 997, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 942.444354, 159, 18930, 123, 714.285714286, 1379, 0.2758, 4083, 910, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 943.90394, 173, 18964, 132, 625.0, 1711, 0.3422, 4002, 990, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 961.661079, 172, 19000, 126, 500.0, 1612, 0.3224, 3801, 1189, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 951.164642, 145, 18958, 127, 625.0, 1386, 0.2772, 4009, 983, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 965.917872, 181, 19030, 118, 714.285714286, 2056, 0.4112, 4005, 988, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 957.479881, 150, 19007, 126, 714.285714286, 2071, 0.4142, 3977, 1016, 0.5
0.00136557, 0.06851662, 0.1151, 0.389, 0.2, 0.5, 0.083333, 5000, 957.380818, 160, 18990, 118, 1000.0, 2392, 0.4784, 3795, 1200, 0.5
