pInfected, gamma, beta, delta, epsilon, zeta, eta, N, elapsed_time, timesteps, events, timesteps_with_events, mean_outbreak_size, max_outbreak_size, max_outbreak_proportion, exposed_from_infected, exposed_from_dead, rewire_degree
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 985.858185, 167, 19042, 122, 1000.0, 1530, 0.306, 3607, 1388, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 977.225121, 162, 18978, 128, 500.0, 1823, 0.3646, 3644, 1346, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 973.882125, 176, 19009, 125, 833.333333333, 2666, 0.5332, 3758, 1236, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 978.450716, 193, 19026, 121, 416.666666667, 932, 0.1864, 3751, 1237, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 980.079441, 181, 19034, 125, 625.0, 1173, 0.2346, 3482, 1510, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 965.508302, 135, 18960, 125, 1000.0, 1366, 0.2732, 3711, 1284, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 979.355793, 143, 19009, 125, 714.285714286, 1024, 0.2048, 3956, 1037, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 976.034751, 147, 18984, 121, 454.545454545, 955, 0.191, 3656, 1333, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 981.501081, 140, 19021, 121, 1000.0, 2314, 0.4628, 3835, 1160, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 983.107211, 132, 19027, 121, 1250.0, 2434, 0.4868, 3714, 1282, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 972.201926, 134, 19004, 119, 1250.0, 1975, 0.395, 3528, 1468, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 972.984909, 175, 18975, 128, 454.545454545, 1033, 0.2066, 3819, 1170, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 980.703993, 144, 19019, 127, 2500.0, 4405, 0.881, 3674, 1324, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 985.611132, 140, 19037, 124, 1000.0, 3537, 0.7074, 3787, 1208, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 973.765544, 170, 19005, 135, 833.333333333, 1540, 0.308, 3829, 1165, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 984.003536, 143, 19025, 126, 1000.0, 2344, 0.4688, 3762, 1233, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 976.467112, 165, 18995, 124, 1250.0, 2089, 0.4178, 3800, 1196, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 984.463176, 149, 19000, 119, 416.666666667, 1689, 0.3378, 3722, 1266, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 976.91817, 174, 18987, 125, 384.615384615, 1334, 0.2668, 3773, 1214, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 977.136035, 128, 18990, 121, 1250.0, 4134, 0.8268, 3554, 1442, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 980.093209, 124, 18987, 115, 555.555555556, 1954, 0.3908, 3826, 1165, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 976.822163, 153, 19001, 124, 500.0, 1288, 0.2576, 3580, 1410, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 970.669071, 179, 18952, 122, 500.0, 2133, 0.4266, 3767, 1223, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 957.779905, 163, 18918, 124, 833.333333333, 2167, 0.4334, 3699, 1295, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 959.319126, 173, 18931, 123, 625.0, 1188, 0.2376, 3706, 1286, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 971.101634, 151, 18980, 122, 625.0, 1508, 0.3016, 3711, 1281, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 972.322386, 155, 19000, 129, 500.0, 1849, 0.3698, 3580, 1410, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 970.350306, 148, 18949, 121, 454.545454545, 2210, 0.442, 3622, 1367, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 965.027568, 188, 18967, 134, 1000.0, 1466, 0.2932, 3811, 1184, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 977.229772, 152, 19012, 126, 625.0, 1221, 0.2442, 3636, 1356, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 965.363395, 160, 18977, 121, 833.333333333, 1250, 0.25, 3661, 1333, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 974.040231, 157, 18952, 119, 500.0, 2216, 0.4432, 3659, 1331, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 982.872842, 171, 19023, 125, 833.333333333, 2549, 0.5098, 3630, 1364, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 967.702244, 155, 18987, 118, 1000.0, 2865, 0.573, 3586, 1409, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 983.089402, 144, 18995, 123, 454.545454545, 1033, 0.2066, 3780, 1209, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 981.765145, 170, 19001, 129, 1250.0, 2080, 0.416, 3561, 1435, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 973.517336, 166, 18983, 128, 384.615384615, 1139, 0.2278, 3803, 1184, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 976.154669, 161, 18986, 129, 833.333333333, 1109, 0.2218, 3941, 1053, 0.5
0.00136557, 0.06851662, 0.1151, 0.589, 0.2, 0.5, 0.083333, 5000, 986.931703, 150, 19024, 125, 555.555555556, 1608, 0.3216, 3736, 1255, 0.5
