pInfected, gamma, beta, delta, epsilon, zeta, eta, N, elapsed_time, timesteps, events, timesteps_with_events, mean_outbreak_size, max_outbreak_size, max_outbreak_proportion, exposed_from_infected, exposed_from_dead, rewire_degree
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 252.021984, 181, 18987, 135, 555.555555556, 2548, 0.5096, 2674, 2317, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.66033, 166, 18965, 142, 714.285714286, 1308, 0.2616, 2774, 2219, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.836657, 150, 18988, 126, 625.0, 1741, 0.3482, 2609, 2383, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.290315, 153, 18964, 136, 384.615384615, 1472, 0.2944, 2730, 2257, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 245.404571, 143, 18959, 129, 714.285714286, 1733, 0.3466, 2730, 2263, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.507205, 145, 18953, 136, 714.285714286, 1975, 0.395, 2655, 2338, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.872264, 157, 18963, 133, 833.333333333, 2570, 0.514, 2669, 2325, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.532656, 181, 18959, 132, 625.0, 1766, 0.3532, 2826, 2166, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.169496, 167, 18967, 144, 625.0, 936, 0.1872, 2745, 2247, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.224318, 153, 18991, 134, 714.285714286, 1181, 0.2362, 2653, 2340, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 250.21492, 155, 18991, 139, 2500.0, 3315, 0.663, 2813, 2185, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.42287, 172, 18994, 140, 833.333333333, 1736, 0.3472, 2838, 2156, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.493259, 181, 18992, 133, 500.0, 1550, 0.31, 2753, 2237, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.280049, 155, 19019, 134, 555.555555556, 1985, 0.397, 2674, 2317, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 250.587388, 247, 18992, 140, 1250.0, 2011, 0.4022, 2762, 2234, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.248847, 179, 18971, 139, 714.285714286, 1725, 0.345, 2738, 2255, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.341653, 160, 18993, 136, 454.545454545, 1108, 0.2216, 2804, 2185, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.611535, 166, 18997, 132, 1000.0, 2031, 0.4062, 2788, 2207, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 252.423504, 161, 19029, 134, 833.333333333, 2524, 0.5048, 2593, 2401, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.783168, 146, 18977, 134, 1250.0, 4243, 0.8486, 2776, 2220, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 251.37682, 164, 19022, 135, 2500.0, 3755, 0.751, 2789, 2209, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.031438, 178, 18996, 144, 833.333333333, 1716, 0.3432, 2795, 2199, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 251.805136, 180, 19034, 139, 1250.0, 3178, 0.6356, 2737, 2259, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 250.450765, 154, 18995, 134, 500.0, 776, 0.1552, 2790, 2200, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 245.628822, 167, 18944, 142, 1000.0, 2735, 0.547, 2755, 2240, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 245.24325, 158, 18970, 137, 1250.0, 2803, 0.5606, 2745, 2251, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 244.767303, 162, 18956, 137, 1666.66666667, 3555, 0.711, 2838, 2159, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 245.246961, 149, 18957, 135, 625.0, 1913, 0.3826, 2737, 2255, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 250.098669, 177, 18978, 140, 454.545454545, 1195, 0.239, 2702, 2287, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 251.138283, 182, 18970, 136, 1000.0, 1938, 0.3876, 2721, 2274, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.336928, 163, 18975, 137, 1000.0, 2146, 0.4292, 2635, 2360, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 245.640556, 152, 18950, 132, 833.333333333, 2421, 0.4842, 2810, 2184, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.265753, 143, 18961, 125, 714.285714286, 2139, 0.4278, 2730, 2263, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 253.648872, 202, 18964, 129, 714.285714286, 1265, 0.253, 2588, 2405, 0.35
