pInfected, gamma, beta, delta, epsilon, zeta, eta, N, elapsed_time, timesteps, events, timesteps_with_events, mean_outbreak_size, max_outbreak_size, max_outbreak_proportion, exposed_from_infected, exposed_from_dead, rewire_degree
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 995.188971, 155, 19005, 121, 2500.0, 3154, 0.6308, 3762, 1236, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 986.704489, 226, 18982, 128, 833.333333333, 1772, 0.3544, 3894, 1100, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 995.135333, 135, 19010, 116, 416.666666667, 1508, 0.3016, 3643, 1345, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 994.298477, 159, 19001, 118, 625.0, 1158, 0.2316, 3930, 1062, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 987.494913, 163, 18973, 120, 500.0, 2205, 0.441, 3821, 1169, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 1011.972625, 157, 18966, 122, 500.0, 1059, 0.2118, 3894, 1096, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 998.232662, 148, 19022, 121, 1250.0, 2519, 0.5038, 3773, 1223, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 981.19752, 143, 18952, 118, 416.666666667, 1288, 0.2576, 3960, 1028, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 961.883483, 166, 18920, 125, 625.0, 2144, 0.4288, 3802, 1190, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 988.060891, 145, 19008, 124, 625.0, 2199, 0.4398, 3784, 1208, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 967.62545, 167, 18932, 125, 555.555555556, 1130, 0.226, 3947, 1044, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 980.551501, 158, 18971, 126, 1000.0, 1693, 0.3386, 3630, 1365, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 983.547687, 157, 18962, 127, 1000.0, 2664, 0.5328, 3848, 1147, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 973.793527, 178, 18946, 129, 1250.0, 2481, 0.4962, 3881, 1115, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 969.744237, 178, 18940, 129, 500.0, 1582, 0.3164, 3804, 1186, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 998.44855, 144, 19008, 123, 500.0, 1182, 0.2364, 3694, 1296, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 987.288064, 159, 19004, 126, 714.285714286, 1816, 0.3632, 3612, 1381, 0.5
0.00136557, 0.06851662, 0.1151, 0.539, 0.2, 0.5, 0.083333, 5000, 986.819859, 190, 18967, 128, 555.555555556, 1648, 0.3296, 3573, 1418, 0.5
